publication_id,no_publisher,no_location,number_of_volumes,number_of_pages,illustrated,known_reprints,notes
-936122195,0,0,1,0,no,0,
-935623040,0,0,1,0,no,0,
-935396264,0,0,1,0,yes,0,
-935158938,0,0,1,0,yes,0,
-934928830,0,0,1,0,yes,0,
-934597710,0,0,1,0,no,0,0
-934449422,0,0,1,0,no,0,
-934266841,0,0,1,0,,0,
-933961429,1,0,1,0,no,0,0
-933776932,0,0,1,0,no,0,
-933750063,0,0,1,0,no,0,
-933288734,0,0,1,0,yes,0,
-932877848,0,0,1,0,no,0,
-932874648,0,0,1,0,no,0,
-932793464,0,0,1,0,yes,0,
-932450088,0,0,1,0,no,0,
-932087080,0,0,1,0,no,,
-931923561,0,0,1,0,yes,0,
-931727586,0,0,1,0,no,0,
-930406611,0,0,1,0,yes,0,
-930226487,0,0,2,0,no,0,0
-929940639,0,0,1,0,no,0,0
-929838308,0,0,1,0,no,0,
-929767489,0,0,1,0,unknown,0,
-929146002,0,0,1,0,no,0,
-928814468,0,0,1,0,no,0,
-928700389,0,0,1,0,yes,0,
-928497650,0,0,1,0,unknown,0,
-928319240,1,1,1,0,,0,Privately printed
-928201260,0,0,1,0,yes,0,
-928139738,0,0,1,0,,0,
-927779778,0,0,1,0,yes,0,
-927768386,0,0,1,0,yes,0,Illustrated by Gareth Floyd
-927731206,0,0,1,0,yes,0,
-926827261,0,0,1,0,yes,0,
-926685459,0,0,2,0,no,0,
-926472605,0,0,1,0,no,0,0
-925866173,0,0,1,0,yes,0,
-925451647,0,0,1,0,,0,
-925169068,0,0,1,0,no,0,
-924242891,0,0,1,0,unknown,0,Translations into English  by Paul Muldoon
-924102221,0,0,1,0,unknown,0,"""A miscellany of stories, poems, articles and reminiscences from the writers who participate in the Kilternan Adult Education Creative Writing Classes with Áine Miller as tutor"" [back cover]"
-923750234,0,0,1,0,yes,0,
-923610334,0,0,1,0,yes,0,
-923324550,0,0,1,0,,0,
-923283371,0,0,1,0,no,0,
-923156753,0,0,1,0,no,0,
-922919188,0,1,1,0,no,0,
-922490566,0,0,1,0,no,0,
-921807936,0,0,1,0,no,0,
-921630761,0,0,1,0,,0,Goteborg: Forlags-a.b. Vasta Sverige
-921595096,0,0,1,0,no,0,
-921263244,0,0,1,0,no,0,
-920988595,0,0,1,0,yes,0,
-920683084,0,0,2,0,no,0,
-920448217,0,0,1,0,no,0,
-920357591,0,0,1,0,no,0,
-920217910,0,0,1,0,no,0,
-920066126,0,0,1,0,no,0,
-919915681,0,0,1,0,no,0,
-919358200,0,0,1,0,,0,
-919250365,0,0,1,0,no,0,0
-919048233,0,0,1,0,yes,0,
-918927245,0,0,1,0,yes,0,
-917898312,0,0,1,0,yes,0,
-917163215,0,0,1,0,no,0,Translated from the French - original author unrecorded
-916971446,0,0,1,0,yes,0,Translated from the French - original author François de Ligny
-915557326,0,0,1,0,no,0,
-914843563,0,0,1,0,,,Copac
-914553302,0,0,1,0,no,0,
-914248456,0,0,1,0,yes,0,
-914119718,0,0,1,0,no,0,
-913336296,0,0,1,0,no,0,
-913123124,1,0,1,0,no,0,
-913008520,0,0,1,0,no,0,
-912912018,0,0,1,0,yes,0,
-912726144,0,0,1,0,yes,0,
-912421716,0,0,1,0,no,0,
-912397038,0,0,1,0,no,0,0
-912170348,0,0,1,0,no,0,
-912159982,0,0,1,0,yes,0,
-911871738,0,0,1,0,no,0,
-911596469,0,0,1,0,yes,0,
-911073943,0,0,1,0,yes,0,
-910689641,0,0,1,0,no,0,
-910310998,0,0,1,0,no,0,
-910254615,0,0,1,0,no,0,
-909731625,0,0,1,0,yes,0,
-909531913,0,0,1,0,no,0,
-909316774,0,0,3,0,no,0,
-908013384,0,0,1,0,yes,0,
-907450405,0,0,1,0,no,0,
-907317609,0,0,1,0,,,Copac
-907022449,0,0,1,0,no,0,
-906835302,0,0,1,0,yes,0,
-906304631,0,0,1,0,,0,Poolbeg Authors
-905797158,0,0,1,0,no,0,
-905303006,0,0,1,0,no,0,
-905212668,0,0,1,0,yes,0,
-905093995,0,0,1,0,yes,0,
-904958817,0,0,1,0,no,0,
-904586606,0,0,2,0,no,0,
-903832509,0,0,1,0,no,0,
-903473122,0,0,1,0,,,NLI
-903200856,0,0,1,0,yes,0,
-902528561,1,0,1,0,no,0,
-902307731,0,0,1,0,yes,0,
-902112636,0,0,1,0,no,0,
-901563386,0,0,1,0,yes,0,0
-901438054,0,0,2,0,no,0,
-901160448,0,0,1,0,no,,
-900842615,0,0,1,0,no,0,
-900647957,0,0,1,0,no,0,
-900349405,0,0,1,0,no,0,"Reprinted from the Theological and Fortnightly reviews, Fraser's and Macmillan's magazines, and the Manchester Friend"
-899963844,0,0,1,0,yes,0,0
-899795034,0,0,1,0,no,0,0
-899761234,0,0,2,0,no,0,
-899248743,0,0,1,0,no,0,
-899204216,0,0,1,0,yes,0,
-899099715,0,0,1,0,no,0,
-898412847,0,0,1,0,no,0,
-898121527,0,0,1,0,no,0,
-897786445,0,0,1,0,no,0,
-897716030,0,0,1,0,no,0,
-897712219,0,0,1,0,yes,0,
-896842847,0,0,2,0,no,0,
-895534473,0,0,1,0,no,0,
-895186976,0,0,1,0,no,0,
-894595353,0,0,1,0,no,0,
-894448768,0,0,1,0,yes,0,
-894435400,0,0,1,0,yes,0,
-893659414,0,0,1,0,no,0,
-893092731,0,0,1,0,no,0,
-893047473,0,0,1,0,no,0,
-892640394,0,0,1,0,no,0,
-892181037,0,0,1,0,no,0,
-891910602,0,0,1,0,yes,0,
-891904811,0,0,1,0,no,0,
-891197985,0,0,1,0,no,0,
-889702926,0,0,1,0,unknown,0,
-889625311,0,0,1,0,no,0,
-889506939,0,0,1,0,no,0,
-889196836,0,0,1,0,yes,0,
-889117711,0,0,1,0,yes,0,
-889103462,0,0,1,0,yes,0,Translated from the Polish and the French - original author Frédéric Chopin
-888404364,0,0,1,0,yes,0,
-888343128,1,1,1,0,no,0,0
-888152058,0,0,1,0,yes,0,
-887801180,0,0,1,0,unknown,0,
-887318523,0,0,1,0,yes,0,
-886832580,0,0,1,0,yes,0,
-886233251,0,0,1,0,no,0,
-885696914,0,0,1,0,no,0,
-885656473,0,0,1,0,no,0,
-885341352,0,0,1,0,no,0,
-884899314,0,0,1,0,no,0,
-884530309,0,0,1,0,no,0,
-884344101,0,0,1,0,unknown,0,
-884247544,0,0,1,0,no,0,
-884003092,0,0,1,0,yes,0,
-884000903,0,0,1,0,no,0,
-883683881,0,0,1,0,no,0,
-882825044,0,0,1,0,no,0,
-882806888,0,0,1,0,yes,0,
-882642829,0,0,1,0,yes,0,
-882558860,0,0,1,0,no,0,
-882344798,0,0,1,0,yes,0,
-882236689,0,0,1,0,no,0,
-881551582,0,0,1,0,no,0,0
-881416515,0,0,1,0,no,0,
-881367691,0,0,1,0,no,0,
-881137056,0,0,1,0,no,0,
-880286268,0,0,1,0,no,0,
-879511719,0,0,1,0,no,0,
-879361341,0,0,1,0,yes,0,
-879347612,0,0,1,0,,0,
-878548517,0,0,1,0,no,0,
-877861648,0,0,1,0,,0,
-877496648,0,0,1,0,no,0,
-877415075,0,0,1,0,yes,0,0
-877389960,0,0,1,0,no,0,
-877367625,0,0,3,0,no,0,
-877118822,0,0,1,0,yes,0,
-876896473,0,0,1,0,no,0,
-876450752,0,0,1,0,yes,0,0
-876392082,0,0,1,0,no,0,
-875872654,0,0,1,0,no,0,
-875869448,0,0,1,0,no,0,
-875804827,0,0,1,0,no,0,
-875656013,0,0,1,0,no,0,
-875342822,0,0,1,0,no,0,
-875338881,0,0,1,0,,0,
-875032327,0,0,1,0,yes,0,Privately printed
-874932670,0,0,1,0,no,0,
-874719119,0,0,1,0,no,0,
-873876513,0,0,1,0,no,0,
-873078216,0,0,1,0,no,0,
-872759526,0,0,1,0,no,0,Translated from the French - original author unrecorded
-872670234,0,0,1,0,,,"A new edition, containing many valuable letters never before published; Copac"
-872635208,0,0,1,0,no,0,
-872516863,0,0,1,0,no,0,
-872472233,0,0,1,0,no,0,
-872363965,0,0,1,0,no,0,0
-872175711,0,0,1,0,no,0,
-872146376,0,0,1,0,yes,0,
-871477815,0,0,1,0,no,0,
-871049067,0,0,1,0,no,0,
-870444035,0,0,1,0,yes,0,
-870211516,0,0,1,0,unknown,0,
-869648960,0,0,1,0,unknown,0,
-869583705,0,0,1,0,yes,0,
-869576681,0,0,1,0,no,0,
-869029468,0,0,1,0,no,0,
-868637415,0,0,1,0,no,0,
-868578701,0,0,1,0,unknown,0,
-868398583,0,0,1,0,no,0,
-868068453,0,0,1,0,yes,0,
-867600341,0,0,1,0,no,0,
-867351288,0,0,1,0,no,0,
-867251528,0,0,1,0,no,0,
-867187705,0,0,1,0,no,0,
-867166089,0,0,1,0,yes,0,
-866839825,0,0,1,0,no,0,
-865803977,0,0,1,0,yes,0,
-865712750,0,0,1,0,no,0,
-865311575,0,0,1,0,no,0,0
-865064187,0,0,1,0,yes,0,
-864602904,0,0,1,0,no,0,
-863509315,0,0,1,0,no,0,
-863267095,0,0,4,0,no,0,
-863052337,0,0,1,0,yes,0,
-863029911,0,0,1,0,yes,0,Illustrations by Peter Archer
-861827851,0,0,1,0,yes,0,
-861786635,0,0,2,0,unknown,0,
-861733643,0,0,1,0,no,0,
-861363084,0,0,1,0,no,0,
-861248212,0,0,1,0,no,0,"Extracted from ""The Christian Lady's Magazine,"""
-860873946,0,0,1,0,,0,
-860823243,0,0,1,0,no,0,
-860792618,0,0,1,0,no,0,0
-860772847,0,0,1,0,no,0,
-860591109,0,0,1,0,yes,0,
-860570901,0,0,1,0,yes,0,
-860064436,0,0,1,0,yes,0,
-859579832,0,0,2,0,no,0,
-859573988,0,0,1,0,no,0,
-859349848,0,0,1,0,,0,
-858990811,0,0,3,0,no,0,
-858685641,0,0,1,0,no,0,
-858435683,0,0,2,0,no,0,
-858072292,0,0,1,0,no,0,
-858056686,0,0,1,0,yes,0,
-857938497,0,0,2,0,no,0,
-857728452,0,0,1,0,yes,0,
-857723016,0,0,1,0,no,0,
-857501735,0,0,1,0,no,0,
-856709638,0,0,1,0,no,0,
-856694022,0,0,1,0,no,0,Translated from the Norwegian - original author Knut Hamsun
-856673162,0,0,1,0,no,0,
-856571726,0,0,3,0,no,0,
-856506268,0,0,1,0,no,0,
-856436739,0,0,1,0,,0,
-856150344,0,0,1,0,no,0,
-855372627,0,0,1,0,unknown,0,
-855266614,0,0,1,0,no,0,
-855266453,0,0,1,0,yes,0,
-854335098,0,0,1,0,yes,0,
-853930101,0,0,1,0,no,0,
-853889746,0,0,1,0,no,0,
-853082153,0,0,1,0,no,0,
-852906168,0,0,1,0,no,0,
-851705594,0,0,1,0,no,0,
-851702323,0,0,1,0,no,0,
-851681329,0,0,1,0,,,Published in UK as John Chilcote MP
-851350399,0,0,1,0,no,0,
-850217736,0,0,1,0,no,0,
-849632903,0,0,1,0,no,0,
-849507764,0,0,1,0,no,0,
-849198896,0,0,1,0,yes,0,
-849125298,0,0,1,0,no,0,
-848788748,0,0,1,0,no,0,0
-848729322,0,0,1,0,no,0,
-848451475,0,0,1,0,no,0,
-848326257,0,0,1,0,no,0,
-848300868,0,0,2,0,no,0,
-848295041,0,0,1,0,no,0,
-848275072,0,0,1,0,yes,0,
-848125937,0,0,1,0,no,0,
-847795280,0,0,1,0,no,0,
-847749874,1,0,3,0,no,0,
-847742813,0,0,1,0,yes,0,
-847224210,0,0,1,0,no,0,
-847143644,0,0,1,0,no,0,
-846646755,0,0,1,0,no,0,
-846498114,0,0,1,0,yes,0,
-845719685,0,0,1,0,no,0,
-845322090,0,0,1,0,yes,0,
-845248311,0,1,1,0,no,0,
-845212434,0,0,1,0,yes,0,Published under the pseudonym 'Iota'
-844395398,0,0,1,0,no,0,
-844389939,0,0,1,0,no,0,
-844151773,0,0,1,0,no,0,
-843982891,0,0,1,0,no,0,
-843795258,0,0,1,0,no,0,
-843721233,0,0,1,0,yes,0,
-843363844,0,0,2,0,no,0,
-843301581,0,0,1,0,no,0,
-843210357,0,0,1,0,no,0,
-843163199,0,0,1,0,yes,0,
-842845300,0,0,1,0,no,0,0
-842834105,0,0,1,0,no,0,
-842247929,0,0,1,0,yes,0,
-841110622,0,0,1,0,no,0,
-840424189,1,0,1,0,yes,0,
-840366168,0,0,1,0,no,0,
-840248836,0,0,1,0,no,0,
-840019258,0,0,1,0,no,0,
-839833161,0,0,1,0,yes,0,Adapted by Lena Dalkeith
-839717761,0,0,1,0,unknown,0,
-839670559,0,0,1,0,no,0,
-839610925,0,0,1,0,no,0,
-839042006,0,0,1,0,unknown,0,
-838903671,0,0,1,0,no,0,
-837791087,0,0,1,0,yes,0,Illustrated by Barbara Allen
-837262066,0,0,1,0,unknown,0,
-837081181,0,0,1,0,no,0,
-836615081,0,0,1,0,no,0,
-836068251,0,0,1,0,,0,
-835256371,0,0,1,0,no,0,
-835056029,0,0,1,0,no,0,
-834130523,0,0,1,0,no,0,French translation of an unspecified Alcock story
-833909514,0,0,1,0,no,0,
-833692074,0,0,1,0,no,0,
-833200120,0,0,1,0,no,0,0
-832650428,0,0,1,0,no,0,
-832093243,0,0,1,0,no,0,
-832071833,0,0,1,0,yes,0,Translated from the French - original author Abbé F. Lagrange
-831492063,0,0,1,0,no,0,
-831361359,0,0,1,0,no,0,
-831218239,0,0,2,0,no,0,
-830952883,0,0,1,0,no,0,
-830636177,0,0,1,0,no,0,
-830144808,0,0,1,0,no,0,
-829770681,0,0,3,0,no,0,Novel first published in 1844 but no first edition found
-829647106,0,0,1,0,no,0,
-829592970,0,0,1,0,yes,0,
-829480887,0,0,2,0,no,0,
-829236692,0,0,1,0,no,0,
-828962708,0,0,3,0,no,0,
-828562242,0,0,1,0,no,0,Published under the pseudonym Hal Godfrey
-828457577,0,0,1,0,yes,0,
-828139339,0,0,1,0,yes,0,
-827958523,0,0,1,0,no,0,
-827830924,0,0,2,0,no,0,0
-827695121,0,0,1,0,no,0,
-827355752,0,0,1,0,no,0,
-827175187,0,0,1,0,no,0,
-826912933,0,0,1,0,no,0,
-826635003,0,0,1,0,no,0,
-825821021,0,0,1,0,no,0,
-825446249,0,0,1,0,no,0,
-824879251,0,0,1,0,no,0,
-824798737,0,0,1,0,no,0,
-824784222,0,0,1,0,no,0,
-824688803,1,1,1,0,unknown,0,
-824647537,0,0,1,0,unknown,0,
-824583519,0,0,1,0,no,0,
-824487481,0,0,1,0,yes,0,
-824479901,0,0,1,0,yes,0,
-824291583,0,0,1,0,,0,
-824114720,0,0,1,0,no,0,
-824026980,0,0,1,0,no,0,
-824008721,0,0,1,0,yes,0,
-823862871,0,0,1,0,yes,0,Illustrations by Antony Maitland
-823707217,0,0,1,0,yes,0,
-823700569,0,0,1,0,no,0,
-823626566,0,0,1,0,,0,
-822837156,0,0,1,0,no,0,
-822737812,0,0,1,0,no,0,Translated from the French - original author Albert de Broglie
-822434232,0,0,1,0,no,0,
-822433066,0,0,1,0,no,0,
-822096009,0,0,1,0,no,0,
-821824445,0,0,1,0,no,0,
-821479828,0,0,1,0,no,0,
-821393103,0,0,1,0,no,0,
-821259776,0,0,2,0,no,0,
-820746448,0,0,1,0,no,0,
-820621807,0,0,1,0,,0,
-820542354,0,0,1,0,no,0,
-820515104,0,0,1,0,no,0,
-820275910,0,0,1,0,no,0,
-820007352,0,0,1,0,no,0,
-819807107,0,0,1,0,no,0,
-819484869,0,0,2,0,no,0,The second French edition
-819237958,0,0,1,0,yes,0,
-818878769,0,0,1,0,no,0,
-818681150,0,0,1,0,no,0,
-818309920,0,0,1,0,no,0,0
-817880659,0,0,1,0,no,0,0
-817830424,0,0,1,0,no,0,
-817812564,0,0,1,0,yes,0,
-816366459,0,0,1,0,no,0,
-816075886,0,0,1,0,no,0,
-816015280,0,0,1,0,unknown,0,
-815820228,0,0,1,0,unknown,0,
-815082858,0,0,1,0,yes,0,
-814667713,0,0,1,0,yes,0,
-814382482,0,0,1,0,yes,0,
-814366879,0,0,3,0,no,0,
-814179552,0,0,1,0,unknown,0,
-813977192,1,0,4,0,no,0,
-813963476,0,0,1,0,yes,0,
-813780029,0,0,1,0,yes,0,
-813240572,0,0,1,0,,0,
-813074282,0,0,1,0,yes,0,
-812710706,0,0,1,0,no,0,
-812632940,0,1,1,0,yes,0,
-812602150,0,0,1,0,unknown,0,
-812527167,0,0,1,0,no,0,
-812482768,1,0,1,0,no,0,
-812422276,0,0,1,0,no,0,This is the only edition located.
-812018971,0,0,1,0,unknown,0,
-811937879,0,0,1,0,no,0,
-811506300,0,0,1,0,no,0,
-811444676,0,0,1,0,no,0,
-811344111,0,0,1,0,yes,0,
-810549132,0,0,1,0,no,0,
-810419813,0,0,1,0,yes,0,
-810068022,0,0,1,0,unknown,0,"""Limited edition of 250 copies"""
-809904429,0,0,1,0,no,0,
-809847473,0,0,1,0,no,0,
-809700969,0,0,1,0,no,0,
-809462852,0,0,1,0,yes,0,Translated from the French - original author Vicomte Joseph-Alexis Walsh
-809437163,0,0,1,0,no,0,
-809378407,0,0,1,0,no,0,
-809290762,0,0,1,0,no,0,
-809022317,0,0,1,0,yes,0,This is the earliest known edition - possible 1880 edition not located.
-808621560,0,0,1,0,yes,0,
-808471947,0,0,1,0,no,0,
-808181595,0,0,1,0,yes,0,
-808129184,0,0,1,0,no,0,
-807442248,0,0,1,0,no,0,
-807059127,0,0,1,0,no,0,
-806843058,0,0,1,0,no,0,0
-806792656,0,0,1,0,no,0,
-806785799,0,0,1,0,no,0,
-806753220,0,0,1,0,no,0,
-806630503,0,0,1,0,yes,0,
-804619420,0,0,1,0,no,0,
-803970807,0,0,1,0,no,0,
-803870710,0,0,1,0,no,0,
-803194776,0,0,1,0,yes,0,
-802524812,0,0,1,0,no,0,
-802027082,0,0,1,0,no,0,Translated from the French - original author Cardinal Luigi Lambruschini
-801339515,0,0,1,0,no,0,
-801225751,0,0,1,0,unknown,0,
-801167724,0,0,1,0,no,0,
-801067665,0,0,1,0,yes,0,
-800966907,0,0,1,0,yes,0,
-800609816,0,0,1,0,no,0,
-800587306,0,0,1,0,no,0,
-800254174,0,0,1,0,no,0,
-800197902,1,0,1,0,unknown,0,
-800022442,0,0,1,0,unknown,0,"Translation, by Elisabeth Hartmann"
-799887772,0,0,1,0,no,0,
-799719051,0,0,1,0,yes,0,
-799507943,0,0,1,0,no,0,
-797890738,0,0,1,0,no,0,
-797601149,0,0,1,0,no,0,
-796839025,0,0,1,0,unknown,0,
-796125205,0,0,1,0,yes,0,
-795890706,0,0,1,0,yes,0,
-795872453,0,0,1,0,no,0,
-795748701,0,0,1,0,unknown,0,
-795742275,0,0,3,0,no,0,
-795630184,0,0,1,0,no,0,0
-795392459,0,0,1,0,no,0,
-795297712,0,0,1,0,no,0,
-795184824,0,0,1,0,no,0,
-794949985,0,0,1,0,no,0,
-794794292,0,0,1,0,no,0,
-794764641,0,0,1,0,no,0,
-794512395,0,0,1,0,no,0,
-794289162,0,0,1,0,yes,0,
-794262989,0,0,1,0,no,0,
-793882774,0,0,1,0,no,0,
-793650104,0,0,1,0,no,0,
-793609726,0,0,2,0,no,0,
-793428833,0,0,1,0,no,0,
-792692276,0,0,1,0,,0,
-792375703,0,0,1,0,no,0,
-792370446,0,0,1,0,no,0,
-792094443,0,0,1,0,no,0,
-791400081,0,0,1,0,no,0,
-791276092,0,0,1,0,no,0,
-791091292,0,0,1,0,no,0,
-791032433,0,0,1,0,no,0,
-789302625,0,0,2,0,no,0,Second French edition with revisions
-788806025,0,0,1,0,no,0,
-788580342,0,0,3,0,,0,
-788317233,0,0,1,0,no,0,
-788128081,0,0,1,0,no,0,
-787803938,0,0,1,0,yes,0,
-787745633,0,0,1,0,no,0,
-787674204,0,0,1,0,yes,0,
-787671821,1,0,1,0,no,0,
-787501430,0,0,1,0,,0,
-786892771,0,0,1,0,no,0,
-785633925,0,0,1,0,no,0,
-785419072,0,0,1,0,no,0,0
-785249645,0,0,1,0,no,0,
-785237210,0,0,1,0,no,0,
-785089809,0,0,1,0,no,0,0
-784960631,0,0,2,0,no,0,
-784791817,0,0,1,0,no,0,
-784728547,0,0,1,0,yes,0,
-784610515,0,0,1,0,yes,0,
-784536788,0,0,1,0,no,0,
-784403683,0,0,1,0,no,0,
-783716797,0,0,1,0,no,0,
-783107527,0,0,1,0,no,0,
-783054357,0,0,1,0,no,0,
-782754180,0,0,1,0,no,0,
-782257305,0,0,1,0,no,0,
-781639536,0,0,1,0,yes,0,Translated from the French - original author Edmond Neukomm
-781562008,0,0,1,0,no,0,
-781507123,0,0,3,0,yes,0,
-781458192,0,0,1,0,yes,0,
-780335477,0,0,1,0,yes,0,
-780286833,0,0,3,0,no,0,0
-779070444,1,0,1,0,no,0,
-778843533,0,0,1,0,no,0,
-778797683,0,0,1,0,no,0,
-778726548,0,0,1,0,no,0,
-778701582,0,0,1,0,no,0,
-778658534,0,0,1,0,no,0,
-778603261,1,0,1,0,no,0,Privately printer
-778519836,0,0,1,0,no,0,0
-778495339,0,0,1,0,no,0,
-778437900,0,0,1,0,no,0,
-778177799,0,0,1,0,no,0,Is first known version but is listed as a new edition
-778125992,0,0,1,0,no,0,
-778095997,0,0,1,0,no,0,
-777994483,0,0,1,0,no,0,
-777986714,0,0,1,0,no,0,
-777912604,0,0,1,0,no,0,
-777683160,0,0,1,0,no,0,
-777372875,0,0,1,0,unknown,0,
-777351187,0,0,1,0,no,0,
-776850309,0,0,1,0,no,0,0
-776558652,0,0,1,0,no,0,0
-776461726,0,0,1,0,yes,0,
-776209710,0,0,1,0,no,0,0
-776068794,0,0,2,0,no,0,
-775270367,0,0,1,0,no,0,
-774782582,0,0,1,0,no,0,
-774488812,0,0,1,0,no,0,
-774283572,0,0,1,0,no,0,
-774113786,0,0,1,0,no,0,
-773450797,0,0,1,0,yes,0,
-772953179,0,0,1,0,no,0,
-772898427,0,0,1,0,no,,
-772895807,0,0,1,0,no,0,
-772835149,0,0,1,0,no,0,
-772755829,0,0,1,0,no,0,
-772671806,0,0,1,0,no,0,
-772596690,0,0,1,0,WorldCat,0,
-772114392,0,0,1,0,no,0,0
-772067611,0,0,1,0,no,0,
-772022701,0,0,1,0,no,0,
-771949254,0,0,1,0,no,0,
-771882221,0,0,1,0,no,0,
-771791840,0,0,1,0,yes,0,
-771558978,0,0,1,0,,0,
-770629224,0,0,1,0,unknown,,
-770539216,0,0,1,0,yes,0,0
-769920666,0,0,1,0,yes,0,
-769887548,0,0,3,0,yes,0,
-769845621,0,0,1,0,no,0,
-769528147,0,0,1,0,no,0,
-769437005,0,0,4,0,no,0,
-768526814,0,0,1,0,yes,0,
-768119858,0,0,1,0,yes,0,
-768066967,0,0,1,0,no,0,
-767877052,0,0,3,0,no,0,Published anonymously
-767374006,0,0,1,0,no,0,
-767270723,0,0,1,0,no,0,
-767125287,0,0,3,0,yes,0,
-766956752,0,0,1,0,no,0,
-766835647,0,0,1,0,no,0,
-766828488,0,0,1,0,yes,0,
-765903247,0,1,1,0,no,0,
-765889027,0,0,1,0,no,0,
-765368027,0,0,1,0,no,0,
-764740228,0,0,1,0,yes,0,Under Éilis Ni Dhuibhne-Almqvist.  A retelling of the folktale 'Maighdean an tSolais' (the maiden of light).
-764541424,0,0,1,0,no,0,
-764426222,0,0,1,0,no,0,
-764236506,0,0,1,0,yes,0,
-763733783,0,0,1,0,,0,
-763329704,0,0,1,0,yes,0,
-762418526,0,0,1,0,no,0,
-762349242,0,0,1,0,yes,0,
-762343826,0,0,1,0,no,0,
-762052956,0,0,1,0,no,0,0
-762036967,0,0,1,0,yes,0,
-761639527,0,0,1,0,no,0,
-761525942,1,0,1,0,no,0,Translated from the French - original author unrecorded
-760900042,0,0,1,0,no,0,
-760630746,0,0,1,0,no,0,
-758982816,0,0,1,0,no,0,0
-758953909,0,0,1,0,no,0,
-758914763,0,0,1,0,no,0,
-758178499,0,0,1,0,yes,0,
-757926461,0,0,3,0,,0,
-757187672,0,0,1,0,yes,0,
-756964674,0,0,1,0,yes,0,
-756684653,0,0,1,0,,,
-756465809,0,0,1,0,yes,0,
-755552969,0,0,1,0,yes,0,
-755550027,0,0,1,0,yes,0,
-755132039,0,0,1,0,unknown,0,
-755093359,0,0,1,0,no,0,
-754795900,0,0,,0,yes,0,
-754692211,0,0,1,0,yes,0,
-754639745,0,0,1,0,yes,0,
-754413680,0,0,1,0,no,0,
-754087356,0,0,1,0,,0,
-754080486,0,0,1,0,yes,0,
-753780759,0,0,1,0,yes,0,
-753643394,0,0,1,0,no,0,
-753492437,0,0,1,0,yes,0,
-753443640,0,0,1,0,no,0,
-752217439,0,0,1,0,no,0,
-751997509,0,0,1,0,no,0,
-751788315,0,0,1,0,no,0,
-751418093,0,0,1,0,no,0,
-751336093,0,0,1,0,no,0,
-751330968,0,0,1,0,no,0,0
-751148364,0,0,1,0,no,0,
-751139764,0,0,1,0,yes,0,
-751118118,0,0,1,0,no,,contains a foreword by Padraic Colum
-750925748,0,0,1,0,no,0,
-750910447,0,0,3,0,no,0,
-750536833,0,0,1,0,yes,0,
-749892975,0,0,1,0,no,0,
-749816980,0,0,1,0,no,0,
-748884659,0,0,1,0,no,0,
-748260523,1,0,1,0,no,0,0
-748008207,0,0,1,0,no,0,0
-747964641,0,0,1,0,yes,0,
-747497231,0,0,1,0,no,0,
-747385642,0,0,1,0,unknown,0,
-747235317,0,0,1,0,no,0,
-747215886,0,0,2,0,no,0,
-747069202,0,0,1,0,no,0,
-746935925,0,0,1,0,no,0,
-746332572,1,0,1,0,yes,0,
-745914960,1,0,1,0,no,0,
-745906691,0,0,3,0,no,0,
-745751387,0,0,1,0,yes,0,
-745386421,0,0,1,0,unknown,0,
-745291874,0,0,1,0,no,0,0
-744937269,0,0,1,0,no,0,
-744796626,0,0,1,0,no,0,
-744753998,0,0,2,0,no,0,
-743773485,0,0,1,0,no,0,
-742909096,0,0,1,0,yes,0,
-742372236,0,0,1,0,no,0,
-742342808,0,0,1,0,no,0,
-741815514,0,0,1,0,no,0,Lip pamphlet.
-741815272,0,0,1,0,no,0,
-741622016,0,0,1,0,no,0,
-740895031,0,0,1,0,no,0,
-740855840,0,0,1,0,no,0,
-740822707,0,0,1,0,unknown,0,Selected and translated by Roberto Bertoni et al.
-740536507,0,0,1,0,no,0,
-740398538,0,0,1,0,no,0,
-740241770,0,0,1,0,no,0,
-740190285,0,0,1,0,no,0,
-739612574,0,0,1,0,unknown,0,
-739482282,0,0,1,0,no,0,
-739328075,0,0,1,0,no,0,
-739247288,0,0,1,0,unknown,,
-738710706,0,0,1,0,no,0,
-738479879,0,0,1,0,no,0,
-738353814,0,0,1,0,no,0,0
-738017148,0,0,2,0,no,0,
-737991419,0,0,1,0,yes,0,
-737819751,0,0,1,0,yes,0,
-737646934,0,0,1,0,no,0,
-737092778,0,1,1,0,yes,0,0
-737078440,0,0,1,0,unknown,0,
-736919761,0,0,1,0,no,0,
-736755898,0,0,1,0,no,0,
-736747985,0,0,1,0,no,0,
-736743029,0,0,1,0,yes,0,
-736608722,0,0,1,0,yes,0,
-736420512,0,0,1,0,no,0,
-736287648,0,0,1,0,no,0,
-735523957,0,0,1,0,no,0,
-735214855,0,0,1,0,no,0,
-734962983,0,0,1,0,no,0,
-734318604,0,0,1,0,no,0,
-734198037,0,0,1,0,no,0,Dutch translation of unspecified Crommelin novel
-733430118,0,0,1,0,no,0,
-732524970,0,0,1,0,yes,0,Translated from the French - original author Augustin Challamel
-732069036,0,0,1,0,yes,0,
-732057073,0,0,1,0,no,0,
-731588321,0,0,1,0,no,0,
-731398456,0,0,1,0,no,0,
-731254455,0,0,1,0,yes,0,
-731089146,0,0,3,0,no,0,
-731017848,0,0,1,0,unknown,0,
-730414474,0,0,2,0,,0,
-729995461,0,0,1,0,no,0,
-729957682,0,0,1,0,unknown,0,
