DB_id,series_title,series_sub_title,series_type,previous_id,notes
-460320894,Harper's Bazaar,,journal,0,
-457329731,Educational Studies,,journal,0,
-454972676,Banshee,,journal,0,
-448738424,"Kilrush Magazine, The",,journal,0,
-448737582,Caret,A Poetry Magazine,journal,0,
-440866996,Bookman,,journal,0,
-440669430,Authors and Artists Introduction Series,,books,0,
-438720173,Pan Pocket,,books,0,
-437214623,New Literary History,,journal,0,
-427045433,Journal of Sociolinguistics,,journal,0,
-416437284,Forum 21,European Journal on Youth Policy,journal,0,
-409579828,All the Year Round,,journal,0,
-402811100,Comparative Politics,,journal,0,
-401526930,Analecta Hibernica,"Comisiún Láimhscríbinní na hÉireann = The Irish 
",journal,0,
-397116599,Molly Ward's in '98,,article edition sub series,0,
-394662158,"Dublin Examiner, The","or Monthly Journal of Science, Literature,  and Ar",journal,0,
-393029265,Nineteenth Century,,journal,0,A Monthly Review
-389231844,Soundings,An Annual Anthology of New Irish Writing,journal,0,
-387898681,Current Literature,,journal,0,
-385682066,Philosophical Explorations,,journal,0,
-382377013,Nua: Studies in Contemporary Irish Writing,,journal,0,
-381904646,Library Review,,journal,0,
-380883201,Economic Development and Cultural Change,,journal,0,
-372162980,"Clubbist, The",,journal,0,
-369378772,Rambling Reminiscences,,article edition sub series,0,
-366254751,Select Documents,,article edition sub series,0,HIS
-363567317,Modern & Contemporary France,,journal,0,
-357836709,New Writing from the West,,books,0,
-357680150,"Cork Magazine, The",,journal,0,
-355759189,Cinema Journal,The Journal of the Society for Cinema and Media St,journal,0,
-353496013,European Journal of Public Health,,journal,0,
-340017438,Nineteenth-Century Literature,,journal,0,
-335570501,Nineteenth-Century French Studies,,journal,0,
-334238683,Pinnacle Library,,books,0,
-331528893,Independent,,journal,0,
-330845194,Irish Literary Adviser,,journal,0,
-330560396,Acta Astronautica,,journal,0,
-329429575,"Dublin Review, The [fourth series]",,journal,-1928773320,
-325292917,"Dublin Literary Gazette, The 
    Lettres, and Fi","or Weekly Chronicle of Criticism, Belles",journal,0,
-323385933,A Fight for Freedom,,article edition sub series,0,Serial story translated from the German of Peter Rosegger by Mary Dougherty in the Catholic Bulletin.
-314712795,European Journal of Women's Studies,,journal,0,
-304201931,Good Housekeeping,,journal,0,
-300399687,Commonwealth and Comparative Politics,,journal,0,
-297744841,Legal Studies,,journal,0,
-285394113,Leaves, politics - literary - Irish - Ireland monthly,journal,0,
-281356978,Educational Psychology in Practice,,journal,0,
-271686730,Personality: A Medieval Meaning,,article edition sub series,0,
-265030148,"Journal of Social Welfare and Family Law, The",,journal,0,
-264721557,New Yeats Papers,,journal,0,
-264139218,"William and Mary Quarterly, The",,journal,0,
-260813704,Byc Kobieta,,books,0,
-260560895,The HU Critical Forum,,article edition sub series,0,
-258136058,Irishmen of To-day,,books,0,
-257187994,Language Teaching,,journal,0,
-254511662,Top Emecé,,books,0,
-240892510,Dúiche Néill,Journal of the O Neill Country Historical Society,journal,0,
-240334818,Comparative Drama,,journal,0,
-237655109,Irish Archives Bulletin,Cuman Cartlannaiochta Eireann,journal,0,
-234139226,MLN,,journal,0,
-231267697,Dal gCais,The Journal of Clare,journal,0,
-230781326,Publishing History,,journal,0,
-230027615,European Review of History,,journal,0,
-222453676,From Private Philanthropy to Public Policy,,article edition sub series,0,
-218615149,Practice,A Journal of the British Association of Social Wor,journal,0,
-216553388,The Arrow Library,,books,0,"Street & Smith, New York"
-213833818,Hearts Courageous,,article edition sub series,0,
-213731131,Dann agus Tallann,,books,0,
-209404198,Journal of Design History,,journal,0,
-208861421,History of Education Quarterly,,journal,0,
-208481696,Trouble & Strife,The Radical Feminst Magazine,journal,0,
-205123377,"Irish Reporter, The",,journal,0,
-203591632,Common Word,,books,0,
-200207766,Rann,A Quarterly of Ulster Poetry,journal,0,
-196529108,Educational Research,,journal,0,
-193009460,Cambridge Journal of Education,,journal,0,
-178800773,Salmagundi,,journal,0,
-178527052,Stand,,journal,0,
-177141749,Yeats Annual,,journal,0,
-175700648,Irish Economic and Social History,Journal of the Economic and Social,journal,0,
-174534422,Education,,article edition sub series,0,
-169953676,Kilkenny Magazine,,journal,0,
-164106257,"Translator, The",Studies in Intercultural Communication,journal,0,
-162468991,Tomorrow,,journal,0,
-159297903,Irish Suffrage Activities,,article edition sub series,0,
-158530035,Studies,An Irish Quarterly Review,journal,0,
-151562014,Irish Arts Review Yearbook,,journal,0,
-151131096,Crab Grass,,journal,0,
-150537926,Ethics,An International Journal of Political and Legal Ph,journal,0,
-145783707,English Language Notes,,journal,0,
-144831120,Catholic Action Series,,article edition sub series,0,
-140627297,O'Casey Annual,,journal,0,
-135813492,Agus,,journal,0,
-135208436,"Examiner, The",,journal,0,
-134435081,Irish Pages,,journal,0,
-132159753,"Monthly Pantheon, The","or, general repertory of politics, arts, science, ",journal,0,
-131422656,Twelve Months Progress. By Some of its Makers,,article edition sub series,0,
-130755939,In the Courts,,article edition sub series,0,
-130044159,The Englishwoman,,journal,0,
-128013406,"Scottish Historical Review, The",,journal,0,
-126761752,"Ulster Garland, An",an occasional magazine produced for the benefit of,journal,0,
-125720140,Oxford Bulletin of Economics and Statistics,,journal,0,
-124086081,Golden Treasury Series,,books,0,
-117231856,Church History,,journal,0,
-112616185,Journal of the Wexford Historical Society,,journal,0,
-112223196,Drumlin,"A Journal of Cavan, Leitrim and Monaghan",journal,0,
-111580568,Womanhood,,journal,0,"The Magazine of Woman's Progress and Interests, Political, Legal, Social, and Intellectual, and of Health and Beauty Culture"
-102690076,Towards an Irish Policy,,article edition sub series,0,
-101631595,The Irish Monthly,,journal,0,
-100012719,Mind,A Quarterly Review of Philosophy,journal,0,
-96116937,Journal of the Royal Society of Antiquaries of Ire,,journal,0,
-91368646,"Kerry Magazine, The",,journal,0,
-87250216,Green and Gold,,journal,0,
-81381677,International Women's News,,journal,0,
-78165553,Small Wars and Insurgencies,,journal,0,
-71464675,New Writing and Daylight,,journal,0,
-69605747,St. Nicholas Series,,books,0,
-68140290,"Media, Culture and Society",,journal,0,
-62000234,Recitation Page for '98 Clubs,,article edition sub series,0,
-60014788,International Journal of Children's Spirituality,,journal,0,
-57911172,Bentley's Half Crown Empire Library,,books,0,"R. Bentley, London"
-51759548,Bulletin of the Irish Committee of  Historical Sciences,,journal,0,
-47178967,Slavonic East European Review,,journal,0,
-41062704,Environmental Politics,,journal,0,
-34464659,Paragraph,A Journal of Modern Critical Theory,journal,0,
-33890002,Varia,,,0,
-33589431,Joyce Studies Annual,,journal,0,
-33414168,All Ireland Review,,journal,0,
-25880783,Postcolonial Studies,,journal,0,
-25584415,Irish Women's Suffrage and Local Government Associ,Papers read at a Conference of Women Poor Law Guar,journal,0,
-23464208,"Journal of Peasant Studies, The",,journal,0,
-22662562,Seaside Library. Pocket Edition,,books,0,
-22147739,Concerning Christabel,,article edition sub series,0,
-20511892,Motley,The Dublin Gate Theatre Magazine,journal,0,
-16686027,International Journal of Francophone Studies,,journal,0,
-16067769,"Dublin University Magazine, The",,journal,0,
-15673844,Nua: Studies in Contemporary Irish Writing,,journal,0,
-12650191,Journal of the Statistical and Social Inquiry Soci,,journal,0,
-10798873,Emotional Nursing,,article edition sub series,0,
-5857954,At the Bocht of the Ballagh,,article edition sub series,0,
-4446521,Departures,"Short Stories, Poetry, Reviews, Essays",journal,0,
13798932,An Leabharlann,Journal of the Library Association of Ireland and ,journal,0,
13900076,Irish University Review,,journal,0,
14978718,Irish Independent,,journal,0,
17007835,Ulster Voices,,journal,0,
27536408,"Special Feature: In Memoriam, James Simmons",,article edition sub series,0,
29581888,Journal of European Public Policy,,journal,0,
29646613,Romances and Tragedies of Irish History,,article edition sub series,0,
36608464,Hypatia,A Journal of Feminist Philosophy,journal,0,
43404814,International Review of Social History,,journal,0,
43594208,PaGes,Arts Postgraduate Research in Progress/ University,journal,0,
44421693,Victorian Studies,,journal,0,
48694846,Routledge Christmas Annual,,books,0,
50154206,Études Irlandaises,,journal,0,
66396158,Celt,A Weekly Periodical of Irish National Literature,journal,0,
66556450,Forum,For Modern Language Studies,journal,0,
77578067,Anois,,journal,0,
77774793,Aquarius,,journal,0,
80789263,Recusant History,,journal,0,
81422336,Women's Philosophy Review,,journal,0,
87300358,Cassell's Sixpenny Novels,,books,0,
91225715,"Atlantis, The",A Rregister of Literature and Science. Conducted b,journal,0,
91915470,"""Daily Mail"" Sixpenny Series",,books,0,
94023835,Philosophical Studies,,journal,0,
94482475,"Journal of Communist and Transition Politics, The",,journal,0,
105736275,Dialectica,,journal,0,
106220655,Interventions,International Journal of Postcolonial Studies,journal,0,
108596276,European Journal of Special Needs Education,,journal,0,
110069468,History and Theory,Studies in the Philosophy of History,journal,0,
110780194,Economics and Philosophy,,journal,0,
111534845,Ancient Civilizations from Scythia to Siberia,An Interntional Journal of Comparative Studies in ,journal,0,
116059296,Journal of the County Louth Archaeological and His,,journal,0,
122077821,"Musical Times, The",,journal,0,
124131502,Agus,,,0,
127362558,Textual Practice,,journal,0,
142861404,The Concise Knowledge Library,,books,0,
143439683,Social History,,journal,0,
143470863,"Journal of Celtic Studies, The",,journal,0,
143581853,Journal of Early Modern History,,journal,0,
143680107,Ethnic and Racial Studies,,journal,0,
145069448,The Great Cranberry Quarrel,,article edition sub series,0,Serial story
145667799,Books Ireland,,journal,0,
148695148,Antiquity,A Quarterly Review of Archaeology,journal,0,
152570889,Psychology,,article edition sub series,0,
154350909,Reportorium Novum,,journal,0,
155286875,International Women's News,,journal,0,
156021070,Work-in-Progress,,article edition sub series,0,
163930252,Christianity and the Women's Movement,,article edition sub series,0,
167822104,Journal of Economic Surveys,,journal,0,
169561491,Women in the Learned Professions,,article edition sub series,0,
170245369,"Dublin Review, The [fourth series]",,journal,-1928773320,
172172391,Central European History,,journal,0,
179729117,differences,A Journal of Feminist Cultural Studies,journal,0,
184234200,Nature,,journal,0,
191879240,Discourse,,journal,0,
196000485,Women Teachers and the Vote,,article edition sub series,0,
200108725,Bookman,,journal,0,
202470874,Oddih,,books,0,
209305162,European Joyce Studies,,journal,0,
213468464,Hodder & Stoughton's Sixpenny Novels,,books,0,
218588041,The White Series,,books,0,F. M. Lupton
223832161,Some Irishwomen's Opinion on Present Situation,,article edition sub series,0,
229097776,Women's Studies Review,,journal,0,Later version of the UCG Women's Studies Centre Review.
229219068,Element,,journal,0,
230625925,"Irish Rosary, The",,journal,0,
231878677,Bulletin of the John Rylands University Library of,,journal,0,
232968598,Oxford Review of Education,,journal,0,
240148614,Cultural Studies,,journal,0,
257902362,Focus,A Monthly Review,journal,0,
261421495,European Journal of Cultural Studies,,journal,0,
264727912,Down Survey,,journal,0,Yearbook of Down County Museum
267222926,Ariel,A Review of International Literature,journal,0,
268828728,A Valiant Woman,,article edition sub series,0,
270720473,Will Ireland Lead?,,article edition sub series,0,
274109971,The Saving of Girls,,article edition sub series,0,
275755278,New German Studies,,journal,0,
285228734,Our Home Enemies,,article edition sub series,0,
285273438,Blarney Magazine,,journal,0,
290709170,Gender and History,,journal,0,
291964558,Saint Paul's,,journal,0,
293188397,Catholic World,,journal,0,
293205288,Gaelic League Pamphlets,,books,0,
296761746,Time & Tide,,journal,0,
299278943,Studies in English Literature 1500-1900,,journal,0,
299545663,Youth & Policy,,journal,0,
302452841,International Economic Review,,journal,0,
303148627,Women and Irish Society,,article edition sub series,0,
304143251,Gown,,journal,0,
305241935,Archivium Hibernicum,or Irish historical records,journal,0,
308535817,Patterns of Prejudice,,journal,0,
309302954,Uladh,a literary and critical magazine,journal,0,
310766536,All Star Series,,books,0,"A. Westbrook, Cleveland"
311909755,The Léighean Éireann series,,books,0,
314536575,Labour,,journal,0,
315006553,Ceol,A Journal of Irish Music,journal,0,
317927632,Atlantic Monthly,,journal,0,
319820859,Orion,,journal,0,
320793157,Hermathena,,journal,0,
329182442,"Dublin Review, The [third series]",,journal,0,
332679169,Women,A Cultural Review,journal,0,
336158533,Critic,,journal,0,
339803063,Some Impressions of Germany,,article edition sub series,0,
349700525,Irish Sketches,,article edition sub series,0,
349770007,"Alexandra Magazine and English Woman's Journal, The",,journal,0,
353126186,Journal of Beckett Studies,,journal,0,
355530852,Inisfail,,journal,0,
361300089,Bullán,An Irish studies journal,journal,0,
362087316,The Theological Review,,journal,0,A Quarterly Journal of Religious Thought and Life
362588229,Francophone Postcolonial Studies,,journal,0,
365911673,Journal of British Studies,,journal,0,
366454225,Children's Literature Association Quarterly,,journal,0,
371838999,1916,,article edition sub series,0,
373460133,Northern Ireland Legal Quarterly,,journal,0,
379778996,The Communications Debate,,article edition sub series,0,
381129252,Criticism,,journal,0,
382600455,Petherick's Collection of Favourite and Approved Authors,,books,0,E.A. Petherick. Melbourne
391461825,"Lady of the House, The",,journal,0,
391467273,Studies in Romanticism,,journal,0,
394444658,The Banbury Cross Series,,books,0,
404118778,Journal of Quantitative Spectroscopy & Radiative Transfer,,journal,0,
405380831,"Greek, Roman, and Byzatine Studies",,journal,0,
406499326,Feminist Theology,,journal,0,
406914895,Asher's Continental Library of Favourite Modern Authors,,books,0,"Gadener, Hamburg"
408031563,"Gender, Work and Organisation",,journal,0,
408712427,Theatre Survey,,journal,0,
414951937,Duffy's Fireside Magazine,,journal,0,
418584500,Pall Mall Gazette,,journal,0,
419332618,The Carradassan Family,,article edition sub series,0,
423556885,The Woman's Journal,,journal,0,
423977455,Tipperary Historical Society Journal,Irisleabhar staire Thiobraid Arann,journal,0,
427208996,Rann: A Quarterly of Ulster Poetry,,journal,0,
427834862,Bolster's Quarterly Magazine,,journal,0,
428416115,Women's Influence on Irish History,,article edition sub series,0,
430326904,Law and Critique,,journal,0,
431182488,"Contemporary Poetry 
    of the English language",A monthly publication devoted to the younger poets,journal,0,
432964556,Diplomatic History,,journal,0,
433018897,Independent,,journal,0,
434884200,Off Our Backs: A Woman's Newsjournal,,journal,0,Washington
435165140,French Cultural Studies,,journal,0,
437941753,Irish Journal of Education,,journal,0,
438691588,Translation and Literature,,journal,0,
445004681,"Stony Thursday Book, The",,journal,0,
446599390,Linguistics and Philosophy,,journal,0,
450421717,"Women Citizens, Their Duties and Their Training",,article edition sub series,0,
450806226,Nations and Nationalism,,journal,0,
453817142,Irish History Series,,books,0,
455683106,"Holy Door, The",,journal,0,
457937119,To-morrow,,journal,0,
460433211,"Irish Teacher's Journal, The",,journal,0,
461806496,The Wild Birds of Killeevy,,article edition sub series,0,
462789997,Journal of Economic Literature,,journal,0,
466210946,"Journal of Modern History, The",,journal,0,
468023080,Philosophy of the Social Sciences,,journal,0,
472835272,Eldergowan,,article edition sub series,0,
480726361,International Journal of the History of Sport,,journal,0,
483601657,Cosmopolitan,,journal,0,
488181668,Radcial Philosophy,,journal,0,
490935580,Ageing and Society,,journal,0,
492072124,Theory and Society,Renewal and Critique in Social Theory,journal,0,
495147310,Aquarius,,journal,0,
498494512,International Journal of Early Years Education,,journal,0,
502787550,"International Journal of Disability, Development a",,journal,0,
508524568,Irish Medical Journal,,journal,0,
510666293,Neptune's Kingdom,Poetry broadsheet,journal,0,
528196463,Munro's Library of Popular Novels,,books,0,
529148969,"Labour, Capital and Society",,journal,0,
533569082,The Mayflower Library,,books,0,"J.A. Taylor & Co., New York"
533633271,"Irish Statesman, The",,journal,0,
535082330,Journal of Economic Theory,,journal,0,
537245372,Catholic Bulletin,,journal,0,
544180316,Mothers of the Novel,,books,0,
552339505,Journal of Philosophy of Education,,journal,0,
554784672,Journal of Women's History,,journal,0,
554797081,Twentieth-Century Literature,,journal,0,
564336982,Seneca Review,,journal,0,
565268576,What's New?,,journal,0,
568893881,Carloviana,Journal of the Old Carlow Society,journal,0,
570715140,Language in Society,,journal,0,
570862934,Featured Poet,,article edition sub series,0,
570978006,Students' Virago,,books,0,
571858332,Parliamentary History,,journal,0,
582383424,Ulster Folklife,,journal,0,
585495741,Irish Writing,,journal,0,
586260629,Scottish Economic and Social History,,journal,0,
588277179,The Edinburgh Review,,journal,0,
590812347,Constable's Sixpenny Series,,books,0,
599845326,Romanticism,,journal,0,
608084386,Time and Tide,,journal,0,
614602985,Galway Roots,,journal,0,
615450235,Bentley's Half Crown Empire Library,,books,0,"R. Bentley, London"
616685037,"Agricultural History Review, The",,journal,0,
622435778,"Belfast Magazine, A",,journal,0,
628808685,St. Stephen's,A Record of University Life,journal,0,
629452575,Atlantis,,journal,0,
630477126,Journal of Applied Philosophy,,journal,0,
632342026,"""People's Friend"" Library",,books,0,
635619728,Proem Pamphlets,,Books,0,
641455451,Minorities in Ireland: Theory and Experience,,article edition sub series,0,
644112882,Compare. A Journal of Comparative Education,,journal,0,
645567167,Reynold's Miscellany,,journal,0,
648321043,All Star Series,,books,0,"A. Westbrook, Cleveland"
656293487,Mañana,,journal,0,
656384368,Continuity and Change,,journal,0,
656670317,William Smith O'Brien,,article edition sub series,0,
659436326,On the Boiler,,journal,0,
662141642,Journal of the History of Philosophy,,journal,0,
666387408,Nonplus,,journal,0,
667682784,New Theatre Quarterly,,journal,0,
673691754,History,,journal,0,
675052103,Criminal Justice,,journal,0,
684157375,Journal of the Cork Historical & Archaeological So,,journal,0,
684860455,Sewanee Review,,journal,0,
687453353,Early Years,,journal,0,
687749179,Lapwing Poetry Pamphlets,,pamphlets,0,
690966913,European Sociological Review,,journal,0,
693055430,Social and Legal Studies,,journal,0,
693361093,Dublin Historical Record,,journal,0,
694741774,Irish Architectural and Decorative Studies,"The Journal of the Irish 
    Georgian Society.",journal,0,
695015772,Post-Soviet Affairs,,journal,0,
695506870,Economic and Industrial Democracy,,journal,0,
695611958,Argosy,,journal,0,
698205505,"Journal of European Economic History, The",,journal,0,
699794295,Duffy's Hibernian Sixpenny Magazine,,journal,1567030723,2nd Series of Duffy's Hibernian Magazine
699835954,Flair,,journal,0,
702894168,History of Education,,journal,0,
708519491,The Dora Thorne Series,,books,0,"J.S. Ogilivie, NY"
710321568,Golden Treasury Series,,books,0,
712782163,Dramatic Notes,,article edition sub series,0,
715308243,Journal of Education for Teaching,,journal,0,
718121608,"Irish Emerald, The",,journal,0,
718289436,History Studies,University of Limerick History Society Journal,journal,0,
719605398,Cyclopaedian Magazine,and Dublin Monthly Register,journal,0,
720107846,Eolaíocht na linne seo,,books,0,
720643083,Dictionary of Literary Biography,,books,0,
724659757,Schlangenbrut,,journal,0,
731884506,Cambridge Review of International Affairs,,journal,0,
733863025,The Monthly Chronicle,,journal,0,"A National Journal of Politics, Literature, Science, and Art"
742195741,Irish Political Review,,journal,0,
742273554,Irish Family History,The Journal of the Irish Family History Society,journal,0,
743330942,History Today,,journal,0,
744652327,Motherhood v. Militancy,,article edition sub series,0,
747721302,Babel,,journal,0,
749418984,boundary 2,An International Journal of Literature and Culture,journal,0,
751183649,Journal of the Philosophy of Sport,,journal,0,
753570808,"Lace Curtain, The",,journal,0,
755664659,Malahat Review,,journal,0,
761042911,European Journal of Social Work,,journal,0,
761223643,En Panpocket från Prisma,,books,0,
778086072,Celtica,,journal,0,
782520229,Yale Review,,journal,0,
783079338,Planetary and Space Science,,journal,0,
788121646,Ego,,journal,0,
788911306,Collectanea Hibernica,,journal,0,
795663428,Adventures of the Gubbaun Saor and his Son,,article edition sub series,0,
798234932,The Dora Thorne Series,,books,0,"J.S. Ogilivie, NY"
800916577,Retrospect,,journal,0,
802823785,Perspectives on Citizenship,,article edition sub series,0,
816552799,Oxford Journal of Legal Studies,,journal,0,
817315595,Journal of Occupational and Organizational Psychol,,journal,0,
822807608,"Belfast Advertiser and Literary Gazette, The",,journal,0,
827047007,St. Nicholas Magazine,,journal,0,
831141797,Our Poets,,article edition sub series,0,
834556989,Mizen Journal,,journal,0,
835382448,New Ireland Review,,journal,0,
835763974,Journal of Learning Disabilities,,journal,0,
837241053,Open Doors,,books,0,
841261963,Contemporary Sociology,,journal,0,
844683064,American Literary History,,journal,0,
853339907,Journal of the Old Limerick Society,,journal,0,
856089253,Atalanta,,journal,0,
856719877,Studia Hibernica,,journal,0,
859405685,"Book of Invasions, The",,journal,0,
865615459,Journal of Beckett Studies,,journal,0,
874628865,Poetry,,article edition sub series,0,
875499651,Conversational Snatches,,article edition sub series,0,
894618271,Thirty Years' Work in Irish History,,article edition sub series,0,
897420580,Journal of the County Kildare Archaeological Socie,,journal,0,
900394596,Irish Literary Supplement,,journal,0,
905527201,Educational Philosophy and Theory,,journal,0,
905893696,Other People's Opinions,,article edition sub series,0,
912115113,Era,,journal,0,
912529771,Inquiry,An Interdisciplinary Journal of Philosophy,journal,0,
913716189,Cambridge Law Journal,,journal,0,
914068151,Educational Psychology,,journal,0,
914980389,Ulster Parade,,journal,0,
922086401,Kenyon Review,,journal,0,
922149786,Journal of Contemporary Religion,,journal,0,
922687538,Scottish Journal of Political Economy,,journal,0,
924946319,Household Words: A Weekly Journal,,journal,0,
929871847,Past & Present,,journal,0,
930015646,American Series,,books,0,
932779507,Gallery Books,,books,0,
934740979,John Lane's Indian and Colonial Library,,books,0,
939533764,Puck's Fare,,journal,0,
945130774,Threshold,,journal,0,
945586624,"Belle, The",,journal,0,
947853428,Angelaki,Journal of the Theoretical Humanities,journal,0,
950119742,The Chivalry of War,,article edition sub series,0,
952743111,The Nature of Humour,,article edition sub series,0,
959778737,Comparative Literature,,journal,0,
960939152,Mind and Language,,journal,0,
961012598,Sos,,books,0,
961483916,"Irish Nursing News, The  
    Nurses",official organ of the Irish Guild of Catholic,journal,0,
961867164,The Two Lenores,,article edition sub series,0,
962468998,English Men of Letters,,books,0,
963235578,Blackwood's Edinburgh Magazine,,journal,0,
966069882,Dublin Journal,"and People's Miscelleny of Literature, Science and",journal,0,
967613034,Happy Thought Library,,books,0,"Optimus Prininting Co., New York"
970093241,"Culture, Theory and Critique",,journal,0,
971496550,Teathbha,,journal,0,
977544305,International Journal of Early Childhood,,journal,0,
977751152,Comparative Literature Studies,,journal,0,
978429450,Genders,,journal,0,
978727793,Literature and History,,journal,0,
979935860,Banba,,journal,0,
985330304,"Journal of Interdisciplinary History, The",,journal,0,
985534486,European Journal of Social Theory,,journal,0,
985708636,The Westminster Review,,journal,0,
988842307,Oghma,,journal,0,
988993808,"Belfast Literary Journal, The",,journal,0,
993028043,The Wind and the Rain,,journal,0,
1000062599,Hayes Periodical Catalogue,,journal,0,
1005722482,Journal of Mutlilingual and Multicultural Developm,,journal,0,
1006231250,Bell best seller,,books,0,
1007193728,Gairm,,journal,0,
1007372413,"Irish Women's Writing, 1839-1888",,books,0,
1007438967,International Review for the Sociology of Sport,,journal,0,
1009381416,Traveller's Library,,books,0,
1013780344,Urban History,,journal,0,
1019082353,The Coole Edition,,books,0,
1021704002,Proceedings of the Royal Irish Academy,,journal,0,
1024175952,Theatre Research International,,journal,0,
1024656144,The Women of Irish Sagas,,article edition sub series,0,
1024787355,Geophysical Research Abstracts,,journal,0,
1027369354,Innti,,journal,0,
1030280547,Journal of Interpersonal Violence,,journal,0,
1030360886,Health and Health Care,,article edition sub series,0,
1031335292,"Dublin University Review, The",,journal,0,
1035139455,"Sixteenth Century Journal, The",,journal,0,
1035155603,The Englishwoman's Review of Social and Industrial Questions,,journal,0,
1035399338,"American Economic Review, The",,journal,0,
1040938903,Holocaust and Genocide Studies,,journal,0,
1041793616,Blarney Annual,,journal,0,
1045811128,Pall Mall Gazette,,journal,0,
1048800448,"British Journal of Sociology, The",,journal,0,
1052348138,Political Studies,,journal,0,
1054218252,Film Ireland,,journal,0,
1054864377,Mirror of Literature,,journal,0,
1056741930,Journal of Economic History,,journal,0,
1057260624,Mobilization,,journal,0,
1057914112,Research in Science and Technological Education,,journal,0,
1068941647,Vineyard,,journal,0,
1069895449,Hecate,,journal,0,St. Lucia
1071004534,"Journal of Philosophy, The",,journal,0,
1078606550,The Penny Library of Fiction,,books,0,
1079275871,Irish Digest,,journal,0,
1086933545,Dell Books 50 Cent Series,,books,0,
1087194932,"Gig, The",,journal,0,
1089643064,"New Northman, The",,journal,0,
1091564067,Studies in the Novel,,journal,0,
1102308227,Ulster Local Studies,,journal,0,
1102794188,Capella,,journal,0,
1104265470,Outlook,,journal,0,
1105488663,Research in Drama Education,,journal,0,
1105964855,Concilium,,journal,0,
1107307941,Dublin Literary Journal & Family Visitor,A Monthly Periodical,journal,0,
1108883867,Journal of European Social Policy,,journal,0,
1112090278,Diamond literary pamphlets,,pamphlets,0,
1116947301,TestJournal,,journal,0,
1118998858,Sociology of Sport Journal,,journal,0,
1120060853,Inside/Out,,journal,0,
1121387917,International Journal of Bilingual Education and B,,journal,0,
1121956288,,,,0,
1121959130,Irish Historical Series,,,0,
1124096175,Journal of the Statistical and Social Inquiry Society of Ireland,,journal,0,
1124263806,"Women, Feminism and the Academy",,article edition sub series,0,
1126666772,Nietzsche and Woman,,article edition sub series,0,
1127835307,Comhar,,journal,0,
1128253831,Irish Cabinet,,journal,0,
1129999540,The Backwater,,article edition sub series,0,
1130885988,Signs,Journal of Women in Culture and Society,journal,0,
1135153547,"Irish Tribune, The",A Weekly Review of Affairs,journal,0,
1136797865,Feasta,,journal,0,
1137120730,Non Plus,,journal,0,"Printed at Dolmen Press, Dublin, for the publisher Nonplus, 1 Wiltin Place, Dublin"
1138139604,"Hearthstone, The",The story magazine of Ireland,journal,0,
1139323854,"Shop, The",,journal,0,
1139959570,Lapwing Poetry Pamphlets,,pamphlets,0,
1140958654,New Ireland,,journal,0,
1143579177,First Passions,,article edition sub series,0,
1143621825,Metre,,,0,
1145868674,Gairm,,journal,0,
1145882406,Agus,,,0,
1145882558,Agus,,,0,
1147339584,Littell's Living Age Magazine,,journal,0,
1147420350,Deirdre,,journal,0,
1147816759,The Tablet,,journal,0,
1149169033,An Claideam Soluis,,journal,0,
1149564449,Rural History,"Economy, Society, Culture",journal,0,
1151480533,Éiriu,,journal,0,
1153222405,Woman's Work,,journal,0,New York
1156756817,An tUltach,,journal,0,
1163355210,Kavanagh's Weekly,A Journal of Literature and Politics,journal,0,
1163679207,The Spectator,,journal,0,
1163697467,Sunlight League,,journal,0,
1163758273,Irish Times,,journal,0,
1165637272,Women's History,,article edition sub series,0,
1167346863,Aengus,An All Poetry Journal,journal,0,
1171722889,Harper's Handy Series,,books,0,
1173459198,Douglas McClure,,article edition sub series,0,
1173786254,Terence O'Neill's Heiress,,article edition sub series,0,
1175156899,"Red Hand Magazine, The",,journal,0,
1175759303,The New Monthly Magazine,,journal,0,
1176193594,Belgravia,,journal,0,A London Magazine
1177109673,Lapwing Poetry Pamphlet,,pamphlets,0,
1177948503,Journal of Environmental Law,,journal,0,
1178030071,"Shanachie, The",,journal,0,
1179396540,Work and Leisure,,journal,0,A Magazine Devoted to the Interests of Women
1180178854,"Beau, the",,journal,0,
1180504732,Donahoe's Magazine,,journal,0,
1186393059,Parnassus: Poetry in Review,,journal,0,
1187205655,Dana,An Irish Magazine of Independent Thought,journal,0,
1189268224,English Woman's Journals,,journal,0,
1193977507,Historical Research,,journal,0,
1194797635,Physics World,,journal,0,
1196432413,New Irish Writing,In the Irish Paper,article edition sub series,0,
1197287913,Young Ireland,,journal,0,
1198193627,European Public Law,,journal,0,
1198217873,Environment and Planning D: Society and Space,,journal,0,
1198425117,"Fireside Magazine, The",a weekly journal of entertaining literature,journal,0,
1200023658,Women and Militarism,,article edition sub series,0,
1204377936,Castle Junction,,journal,0,
1204672252,The Romance of the Faith,,article edition sub series,0,
1204799813,"Economic Journal, The",,journal,0,
1205709881,"Irish Review, The",,journal,0,
1211979443,Victorian Literature and Culture,,journal,0,
1218500358,Shenandoah,,journal,0,
1218614033,Castle Poets,,journal,0,
1219736434,Image,,journal,0,
1221537940,Journal of the Galway Archaeological and Historica,,journal,0,
1222986599,"Shannonside Annual, The",,journal,0,
1225156175,Health and Social Work,,journal,0,
1233785050,Graph,,journal,0,
1236050619,International Studies Review,,journal,0,
