publication_id,published_in,start_page,end_page,illustrated,notes
-1487557283,-451078063,162,163,unknown,
-1487166319,-1801548117,172,172,unknown,
-1482432538,548479339,101,107,unknown,
-1479886053,1834302610,29,29,unknown,winner under-18
-1477956082,641538878,1298,1298,no,FD section 'Contemporary Poetry'.
-1477842303,18383829,56,56,unknown,
-1477801499,641538878,1563,1577,no,"FD section 'Feminism, Culture and Critique in Irish'."
-1477119509,2054246404,31,54,no,
-1476639544,18383829,4,4,unknown,
-1475717576,-2077755318,187,198,no,
-1472379938,1155205332,1070,1071,no,"FD Section 'Erosion of Heterosexual Consensus, 1940-2001'."
-1471684514,-1896946720,1,2,unknown,
-1469992148,1155205332,1135,1135,no,"Poems circulated in manuscript and read at poetry readings in the early 1990s. FD section 'Lesbian Encounters, 1745-1997'."
-1467796351,1519339388,418,418,unknown,
-1465383254,-2082907021,,,unknown,
-1464925790,641538878,1379,1379,no,FD section 'Contemporary Poetry'.
-1464199681,-1963699250,,,no,
-1462761517,1519339388,617,618,unknown,
-1461561206,641538878,584,586,no,Fd section 'Women and Emigration from Ireland from the Seventeenth Century'.
-1459180803,1482490559,,,unknown,
-1458369237,1155205332,887,888,no,"FD section 'Sexual Expression and Genre, 1801-1917'. 'The Skeleton in the Cupboard', 'Death of Gormlaith'."
-1457197497,-1896946720,23,23,unknown,
-1455985447,641538878,1329,1330,no,Fd section 'Contemporary Poetry'.
-1454476205,887901212,135,139,unknown,
-1453782355,641538878,1367,1386,no,FD section 'Contemporary Poetry'.
-1453670314,1646168793,536,543,unknown,
-1453567783,-971430189,41,41,unknown,
-1452597191,641538878,63,64,no,"FD section 'Political Writings and Public Voices, c. 1500-1800'."
-1452512032,1174405311,,,no,
-1450586833,-1234821133,,,unknown,
-1450201228,641538878,1486,1487,no,"FD section 'Women in the North of Ireland, 1969-2000'."
-1448953177,1176369270,19,19,unknown,
-1448032414,-2072317110,55,88,yes,
-1445851767,1187005574,183,190,no,
-1444945837,641538878,1061,1064,no,FD section 'Inscribing Voices: Twentieth Century Irish Language Memoirs'.
-1440769410,1150861304,17,17,unknown,
-1439592925,641538878,387,390,no,"FD section 'Political Activism in Northern Ireland, 1960-93'."
-1437413711,1155205332,1281,1282,no,FD sesction 'Storytelling Traditions of the Irish Travellers'.
-1437176493,1155205332,1182,1182,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
-1436200488,-971430189,31,31,unknown,
-1431168174,641538878,1317,1317,no,FD section 'Contemporary Poetry'.
-1427685405,-1209873395,202,206,no,
-1426346921,1519339388,594,596,unknown,
-1426078749,1646496446,,,unknown,
-1424201181,641538878,1113,1113,no,"FD section 'Women's History and Women Historians, 1840-1945'."
-1423575073,-1958626671,153,162,no,
-1421791824,-1518262287,,,unknown,
-1420365424,-589183755,108,119,yes,
-1416732523,1176369270,29,29,unknown,
-1414146465,1519339388,683,684,unknown,
-1413926614,1519339388,589,589,unknown,
-1413911988,147160475,,,unknown,Written under the pseudonym E.J.B.
-1413127742,-140080942,31,31,unknown,
-1411854480,641538878,289,292,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Irish Times, 26 May 1997."
-1409824699,-1907320341,10,10,unknown,
-1406566935,1040554684,22,23,unknown,winner under-14 story
-1405229519,751567631,44,72,unknown,
-1404602902,1184963784,127,138,no,
-1403370400,-2072317110,89,124,yes,
-1402129058,877202092,148,179,no,
-1402026493,1176369270,32,32,unknown,
-1401762294,641538878,1333,1333,no,FD section 'Contemporary Poetry'.
-1401166408,1176462032,8,8,unknown,
-1399631606,241588665,16,16,unknown,under 14
-1399411395,641538878,1143,1144,no,FD section 'Contemporary Fiction'.
-1398211127,641538878,1313,1313,no,FD section 'Contemporary Poetry'.
-1397588220,641538878,1112,1112,no,"FD section 'Women's History and Women Historians, 1840-1945'."
-1397039183,423919546,27,28,unknown,
-1396457935,1370749761,,,unknown,
-1394889826,1185211449,94,108,no,
-1394800689,392582305,,,unknown,
-1392930436,-140080942,38,38,unknown,
-1392829712,-1692346770,93,110,no,
-1391595192,-2018536685,,,unknown,
-1390440550,1186650775,59,61,no,
-1389713726,1155205332,1271,1276,no,FD section 'Storytelling Traditions of the Irish Travellers'. IFC MS 81 (1930)
-1389120185,1187005574,1,16,no,
-1388540460,-2101122274,199,200,unknown,
-1388273340,1176462032,9,9,unknown,
-1387822150,1176462032,29,29,unknown,
-1387642406,-2082907021,,,unknown,
-1387360717,-1801548117,167,167,unknown,
-1386680407,-1420971827,21,34,no,
-1386085405,-1801548117,25,25,unknown,
-1385273650,2045261728,,,no,
-1383231098,-140080942,19,19,unknown,
-1379201936,1176369270,50,50,unknown,
-1378645251,-725429263,46,52,unknown,
-1377606286,641538878,670,671,no,Fd section 'Education in Twentieth-Century Ireland'.
-1377404451,-1992295974,,,no,
-1377287088,1176369270,18,18,unknown,
-1377138498,641538878,1348,1349,no,FD section 'Contemporary Poetry'.
-1375429289,-971430189,10,10,unknown,
-1375237056,641538878,930,935,no,"FD section 'Women's Fiction, 1845-1900'."
-1373925961,1187005574,79,85,no,
-1371495677,-1896946720,3,3,unknown,
-1370393037,-644426569,,,unknown,
-1368795051,423919546,23,23,unknown,
-1368580361,641538878,265,266,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Debate on 27 June 1996."
-1368432791,641538878,1320,1320,no,FD section 'Contemporary Poetry'.
-1367481195,1155205332,577,578,no,"FD section 'Recollections of Catholicism, 1906-1960'."
-1367323989,-1209873395,144,157,no,
-1365038415,1915003890,47,60,no,
-1363546324,-1907320341,22,23,no,
-1363513893,1262484392,71,88,no,
-1360168655,641538878,935,939,no,"FD section 'Women's Fiction, 1845-1900'."
-1358879544,567714609,25,26,unknown,
-1358134830,1176369270,17,17,unknown,
-1356391645,1176369270,20,20,unknown,
-1355576766,641538878,1301,1301,no,FD section 'Contemporary Poetry'.
-1354810135,2059915850,,,unknown,
-1349911256,641538878,1353,1354,no,FD section 'Contemporary Poetry'.
-1346937694,1155205332,1026,1032,no,"FD section 'Public Discourse, Private Relfection, 1916-70'."
-1345902434,-971430189,3,3,unknown,
-1343953820,-1623861544,12,13,unknown,"winner, under 12"
-1342547105,1176369270,22,22,unknown,
-1339394988,641538878,672,673,no,FD section 'Education in Twentieth-Century Ireland'.
-1338656621,-1996644185,,,unknown,
-1338407657,1157986840,168,178,no,
-1337541983,-971430189,61,61,unknown,
-1336159650,-746332572,109,114,yes,"From Nature, October 15, 1891, vol. XLIV, pp. 572-574"
-1332223927,-451078063,27,28,unknown,
-1331228783,-2069378448,348,360,unknown,Extract published in The Portable Irish Reader (1954)
-1331116757,641538878,736,737,no,
-1327730891,-1801548117,171,171,unknown,
-1326091795,-1896946720,11,11,unknown,
-1324659858,-2115026459,,,unknown,
-1321912680,-140080942,34,34,unknown,
-1321504296,641538878,605,606,no,"FD section 'Women of the House, 1800-1950'."
-1319240227,548479339,43,47,unknown,
-1316606094,641538878,1189,1193,no,FD section 'Contemporary Fiction'.
-1316278238,641538878,1520,1521,no,FD section 'Women in the North of Ireland'.
-1313850280,1155205332,1198,1199,no,
-1312406872,-9509873,,,unknown,
-1309904978,-2082907021,,,unknown,
-1307891204,1176462032,23,23,unknown,
-1307753800,641538878,1373,1373,no,FD section 'Contemporary Poetry'.
-1307480853,-1896946720,75,75,unknown,
-1306885183,-1209873395,261,270,no,
-1305819085,-1896946720,28,29,unknown,
-1305097709,1141057531,477,480,yes,
-1303752651,-971430189,66,66,unknown,
-1301092724,-971430189,75,75,unknown,
-1296707062,641538878,116,116,no,"FD section 'Women and Politics, 1860-1918'. First published in the Irish Citizen, Aug 1918."
-1295126367,-1864586206,771,783,no,
-1291992913,1040554684,66,70,unknown,
-1290528541,641538878,1047,1048,no,FD section 'Inscribing Voices: Twentieth Century Irish Language Memoirs'.
-1290042088,-1857982938,157,164,unknown,from 2003
-1289120131,1519339388,563,563,unknown,
-1285972659,-1210177322,203,213,no,
-1284593233,-1209873395,122,130,no,
-1284096086,-971430189,45,,unknown,
-1283659906,-2082907021,,,unknown,
-1277893266,1241440411,,,unknown,
-1269320592,-722001478,,,unknown,
-1268858599,1178892218,,,unknown,
-1268367872,-2098903,71,73,unknown,
-1268365436,1155205332,517,519,no,
-1268335520,641538878,1148,1149,no,FD section 'Contemporary Fiction'.
-1264454094,1178026968,135,137,unknown,
-1261450026,-971430189,8,8,unknown,
-1260097209,423919546,29,29,unknown,
-1257645519,641538878,671,672,no,Fd section 'Education in Twentieth-Century Ireland'.
-1256458408,-971430189,76,67,unknown,
-1253598432,-140080942,41,41,unknown,
-1252078983,641538878,1419,1421,no,"FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'. First published in the Irish Times, 22 Jan 1970."
-1252013469,641538878,1374,1375,no,FD section 'Contemporary Poetry'.
-1250745023,603320942,,,no,
-1250251965,1519339388,630,631,unknown,
-1250162467,1834302610,35,36,unknown,
-1249542630,1484954370,,,unknown,
-1248323782,-140080942,43,43,unknown,
-1246563938,641538878,1108,1110,no,"FD section 'Women's History and Women Historians, 1840-1945'. First published in the Irish Monthly, vol 15 (1887)."
-1246315640,-746332572,115,126,yes,"From the contemporary review, March, 1889, vol. IV, pp. 380-392"
-1246175061,641538878,1388,1388,no,FD section 'Contemporary Poetry'.
-1245573950,641538878,1389,1389,no,FD section 'Contemporary Poetry'.
-1243224772,-2082907021,,,unknown,
-1241876962,18383829,13,13,unknown,
-1241420875,-1896946720,74,75,unknown,
-1240395827,-1801548117,118,119,unknown,
-1239946219,-996415434,138,149,no,
-1239584723,1519339388,681,682,unknown,
-1239306938,1155205332,745,749,no,FD section 'Theology and Ethics: The Twentieth Century'.
-1239022096,1155205332,588,590,no,"FD section 'Recollections of Catholicism, 1906-1960'."
-1238954066,1155205332,1067,1067,no,"FD Section 'Erosion of Heterosexual Consensus, 1940-2001'. First published in Hot Press, 9 Feb 1994"
-1236207194,-856709638,,,unknown,
-1236025220,-22528563,,,no,
-1235658313,-1963699250,,,no,
-1234333356,18383829,7,7,unknown,
-1232908331,-1896946720,64,65,unknown,
-1231306978,1240233664,141,168,yes,
-1227657186,-722001478,,,unknown,
-1226707574,641538878,1595,1599,no,"FD section 'Feminism, Culture and Critique in English'."
-1225846107,1376227619,86,88,no,"FD section 'Women and Politics, 1860-1918'. Document edited by Diane Urquhart from PRONI D3099/3/25"
-1225688936,1175700763,35,42,no,
-1225498574,1155205332,680,686,no,FD section 'Theology and Ethics: The Twentieth Century'.
-1225132549,18383829,45,45,unknown,
-1223560787,257626832,,,unknown,
-1222944797,-998649050,,,unknown,
-1222861406,-774782582,28,51,no,
-1222433744,1873209621,,,no,
-1219373684,-2082907021,,,unknown,
-1218940651,-912726144,155,176,no,
-1213724704,1155205332,1369,1371,no,"FD section 'Lamenting the Dead'. First publisehd in Feasta Feb 1956, p. 2."
-1211146777,641538878,1546,1549,no,
-1209592507,894285905,151,158,no,
-1207618148,641538878,196,196,no,"FD section 'The Women's Movement in the Republic, 1968-80'. First published in the Irish Times, 9 March 1971."
-1207297246,212291835,,,unknown,
-1205092439,641538878,120,134,no,
-1202351521,1155205332,1317,1319,no,FD section 'The Song Tradition'. IFC recording
-1200643155,1477819687,,,no,
-1198434289,641538878,1302,1302,no,FD section 'Contemporary Poetry'.
-1197528308,1178706087,54,54,unknown,
-1193599361,641538878,589,596,no,
-1191854804,-140080942,42,42,unknown,
-1191682426,-140080942,35,35,unknown,
-1187888471,1155205332,1282,1282,no,FD sesction 'Storytelling Traditions of the Irish Travellers'.
-1184806875,1141057531,295,298,no,
-1180733842,641538878,576,577,no,"Fd section 'Women and Emigration from Ireland from the Seventeenth Century'. From Ms in Hamilton papers, fiel 36/3/250 Ordinary (1840), Dublin Diocesan Archives."
-1179116214,1202738011,121,136,no,
-1178989128,2081504533,,,no,
-1178483968,-185156341,,,unknown,
-1175142780,1186387580,148,155,no,
-1173365957,-1896946720,5,5,unknown,
-1171916474,641538878,1337,1337,no,FD section 'Contemporary Poetry'.
-1171551844,-1540348910,93,109,no,
-1169420107,1993846188,195,209,unknown,
-1165789108,-2017786438,,,no,
-1165342800,877202092,85,116,no,
-1163318355,1155205332,1052,1053,no,"FD Section 'Erosion of Heterosexual Consensus, 1940-2001'."
-1160907338,241588665,21,21,unknown,under 18
-1160741771,-1919863437,,,no,
-1158869495,-971430189,27,27,unknown,
-1158735184,1155205332,953,953,no,"FD section 'Public Discourse, Private Reflection, 1916-70'. 'The Queen's Song'."
-1156400895,1176369270,23,23,unknown,
-1155872609,641538878,1340,1340,no,FD section 'Contemporary Poetry'.
-1152628724,-736608722,,,unknown,
-1152122763,641538878,1258,1260,no,FD section 'Contemporary Women Playwrights'. First performed 1983.
-1151505433,1519339388,588,589,unknown,
-1151333806,548479339,130,130,unknown,
-1150087011,1655293102,,,unknown,
-1149869673,1155205332,597,599,no,"FD section 'Recollections of Catholicism, 1906-1960'."
-1148095152,2024393566,,,unknown,
-1147371440,641538878,600,601,no,"FD section 'Women of the House, 1800-1950'."
-1146832621,1262484392,159,172,no,
-1145137299,-1798588335,667,670,yes,
-1144825571,889979883,,,unknown,
-1143796194,0,,,unknown,
-1143648204,1155205332,979,981,no,"FD section 'Public Discourse, Private Reflection, 1916-70'. First published in The Bell, April 1944"
-1142546628,1454525488,15,42,yes,
-1142466493,1442356557,146,155,no,
-1140665387,641538878,379,381,no,"FD section 'Political Activism in Northern Ireland, 1960-93'."
-1139611169,1262484392,38,58,no,
-1138657760,-140080942,25,25,unknown,
-1138483655,1519339388,619,620,unknown,
-1137906475,1155205332,1021,1024,no,"FD section 'Public Discourse, Private Relfection, 1916-70'."
-1137682365,-1210177322,214,229,no,
-1136925754,487429779,,,unknown,
-1136555041,-1896946720,35,35,unknown,
-1134274713,-1801548117,23,24,unknown,
-1132791326,-2101122274,46,46,unknown,
-1132474699,1155205332,629,630,no,"Fan Liom, A Dhia/Wait for Me, God. FD section 'Poetry of the Spirit'."
-1130908003,1519339388,472,473,unknown,
-1129453893,1176462032,4,4,unknown,
-1126885090,-140080942,21,21,unknown,
-1126285473,1155205332,567,568,no,"'Sheep and Lambs'. FD section 'Hymns and Hymn-Writers, 1850-1930'."
-1125777833,1809941492,637,664,no,
-1122732845,-1210177322,100,106,no,
-1121475308,641538878,1393,1393,no,FD section 'Contemporary Poetry'.
-1121055329,1155205332,1000,1005,no,"FD section 'Public Discourse, Private Relfection, 1916-70'."
-1119424794,18383829,24,24,unknown,
-1118485471,-1498669980,,,unknown,
-1118283243,18383829,60,60,unknown,
-1116048357,311864000,,,no,
-1114571234,1148208790,,,unknown,
-1113480357,641538878,601,602,no,"FD section 'Women of the House, 1800-1950'."
-1112505956,641538878,985,985,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
-1110513481,489902636,,,no,
-1109619357,-355110338,133,144,yes,
-1109347156,641538878,238,238,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in Status, 22 June 1981."
-1106083324,1176462032,59,59,unknown,
-1103602911,-1757064847,161,161,unknown,
-1103112616,-2082907021,,,unknown,
-1102918252,1024707190,85,90,no,
-1102793081,641538878,1117,1118,no,"FD section 'Women's History and Women Historians, 1840-1945'."
-1100749986,-1757064847,212,212,unknown,Published in The Stinging Fly 12 (2002)
-1100471143,1187005574,114,122,no,
-1099991620,-2024555856,,,unknown,
-1094403895,-1801548117,25,26,unknown,
-1093977287,603320942,,,no,
-1092327957,1155205332,659,663,no,FD section 'Theology and Ethics: The Twentieth Century'.
-1090239658,-140080942,14,14,unknown,
-1087867162,641538878,1366,1366,no,FD section 'Contemporary Poetry'.
-1086569477,-1996173154,,,unknown,
-1086381431,1114690989,141,151,no,
-1086134835,641538878,1351,1351,no,FD section 'Contemporary Poetry'.
-1085619855,641538878,698,699,no,"FD section 'Philanthropic Insitutions of 18th Century Ireland'. Original MS989, NLI."
-1083443565,1176462032,40,40,unknown,
-1083083206,1186387580,103,111,no,
-1082693215,548479339,82,87,unknown,
-1082464681,575955778,,,unknown,
-1081458290,-2072317110,125,160,yes,
-1079212066,1262484392,260,277,no,
-1078623113,224253106,202,220,unknown,
-1077182435,-2098903,74,75,unknown,Published in Comhair 63:5 (2003)
-1076624103,-971430189,21,21,unknown,
-1076610175,641538878,362,362,no,"Fd section 'Women, Politics and the State in Northern Ireland, 1918-66'. From MS in PRONI, D1327/16/1/2."
-1076148965,423919546,10,10,unknown,
-1075526401,,,,,
-1075318146,1155205332,1415,1415,no,FD 'Spirituality and Religion'.
-1075108638,-1757064847,56,57,unknown,
-1073417090,-1907320341,32,32,no,
-1073058564,18383829,4,4,unknown,
-1069094590,18383829,33,33,unknown,
-1067124769,641538878,1274,1276,no,FD section 'Contemporary Women Playwrights'.
-1066796319,-971430189,36,36,unknown,
-1066655758,241588665,12,13,unknown,under 9
-1065690781,641538878,1173,1177,no,FD section 'Contemporary Fiction'.
-1063811436,267225311,,,no,
-1061973737,304470033,,,unknown,
-1059225317,887901212,82,91,unknown,
-1059167774,1197822356,808,819,yes,
-1058298412,1155205332,1409,1410,no,Fd section 'Spirituality and Religion'.
-1057751717,-551297690,,,unknown,
-1057089845,1176369270,60,60,unknown,
-1056748091,1889825065,197,213,unknown,
-1052899091,-848326257,,,unknown,
-1051421819,-2077755318,43,59,no,
-1051249196,1155205332,273,276,no,
-1049134283,641538878,311,315,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Lecture to the John Main Seminar, 1997."
-1046579831,-1195947481,,,unknown,
-1045251861,-140080942,1,1,unknown,
-1042905960,641538878,1399,1399,no,FD section 'Contemporary Poetry'.
-1042541388,417739304,,,unknown,
-1040257845,1176369270,30,30,unknown,
-1039444226,1176462032,33,33,unknown,
-1038152719,1088092210,,,no,
-1037653437,1155205332,624,625,no,FD section 'Poetry of the Spirit'
-1035593072,-1757064847,67,67,unknown,
-1034005749,-1757064847,100,100,unknown,
-1032420614,1164980972,80,88,unknown,
-1030891094,641538878,1362,1362,no,FD section 'Contemporary Poetry'.
-1028838367,641538878,1605,1607,no,"FD section 'Feminism, Culture and Critique in English'. First published in the Irish Review, no 6 (1989)."
-1028187148,641538878,1375,1375,no,FD section 'Contemporary Poetry'.
-1026721541,-1896946720,27,27,unknown,
-1020854161,1519339388,320,322,unknown,
-1020272792,641538878,1321,1321,no,FD section 'Contemporary Poetry'.
-1015132431,1519339388,711,712,unknown,
-1013464469,1184948633,187,199,no,
-1013419242,-2113571889,,,no,
-1012605274,256834035,,,unknown,
-1012218069,641538878,1320,1320,no,FD section 'Contemporary Poetry'.
-1007147714,641538878,1339,1339,no,FD section 'Contemporary Poetry'.
-1006597518,18383829,1,1,unknown,
-1006364370,1376227619,88,91,no,"FD section 'Women and Politics, 1860-1918'."
-1004981181,1155205332,1025,1026,no,"FD section 'Public Discourse, Private Relfection, 1916-70'."
-1001918973,-725429263,18,19,unknown,under 12
-1000268928,1155205332,532,533,no,"FD section 'The re-emergence of Nuns and Convents, 1800-1962"
-996159872,-971430189,73,73,unknown,
-993635960,942573809,135,147,no,
-993550478,-1692346770,79,92,no,
-990773309,1187005574,31,38,no,
-989875968,641538878,1214,1219,no,FD section 'Contemporary Fiction'.
-986084309,1187028408,59,60,no,Winner of the Rooney Prize in 1982
-985847553,548479339,79,79,unknown,
-985571957,-1801548117,116,116,unknown,
-984574309,641538878,60,61,no,"FD section 'Political Writings and Public Voices, c. 1500-1800'. First published in the United Irishman 1848."
-983651803,-1007831952,,,unknown,
-983444545,-996415434,216,226,no,
-983126817,1150861304,32,33,unknown,
-983117799,-1740731472,,,unknown,
-981915220,543397989,,,no,
-980263873,-1841107699,89,101,no,
-978394604,1445778179,,,unknown,
-978178679,1519339388,391,393,unknown,
-977383530,1155205332,1145,1145,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
-977221008,18383829,13,13,unknown,
-975190572,-140080942,40,40,unknown,
-975044228,-2069378448,58,66,unknown,
-974625996,-971430189,71,71,unknown,
-972643177,1155205332,1430,1432,no,FD section 'Work and Play'.
-970997769,1176369270,37,37,unknown,
-969943955,641538878,1097,1099,no,"FD section 'Aesthetics and Politics, 1890-1960'."
-969335426,-633798775,101,101,unknown,
-966381024,1186387580,44,53,no,
-965948619,1437887462,,,no,
-964648246,641538878,1338,1338,no,FD section 'Contemporary Poetry'.
-964405066,-563654172,,,unknown,
-964214090,641538878,1333,1333,no,FD section 'Contemporary Poetry'.
-963675540,-2072317110,161,198,yes,
-963025364,548479339,96,96,unknown,
-961644561,-1740731472,,,unknown,
-955256615,641538878,647,654,no,
-955006550,-1142178276,,,unknown,
-953961072,-972550031,,,no,
-952689703,-1209873395,114,121,no,
-950401507,641538878,865,869,no,"FD section 'Women's Narratives, 1800-40'."
-949789162,1848492973,,,unknown,
-948675564,641538878,261,263,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Debate on 16 Dec 1993."
-947853605,1519339388,416,417,unknown,
-947782092,548479339,149,150,unknown,
-947307652,641538878,1077,1079,no,"FD section 'Aesthetics and Politics, 1890-1960'. First published in Nineteenth Century, vol 44, Nov 1898, pp. 769-82."
-945226626,641538878,1335,1336,no,FD section 'Contemporary Poetry'.
-943042832,-1210177322,162,176,no,
-942928328,732447479,109,130,no,
-940866343,-1919863437,,,no,
-940431602,641538878,719,719,no,"FD section 'Hospitals'. Original in St Patrick's Hospital, Dublin"
-939953047,1176462032,2,2,unknown,
-939001621,1184963784,108,116,no,
-938594072,552998893,160,178,no,
-938584176,556844113,,,unknown,
-932626911,641538878,1343,1344,no,FD section 'Contemporary Poetry'.
-932585912,-2082907021,,,unknown,
-931544220,436291330,81,81,no,
-930344058,-2082907021,,,unknown,
-927494593,-2072317110,13,18,no,
-926088933,-848326257,,,unknown,
-924997187,641538878,306,307,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Irish Times, 9 Dec 1999."
-923592746,1519339388,590,591,unknown,
-920833217,641538878,1130,1138,no,
-919647067,1176369270,22,22,unknown,
-919388324,-1958046193,,,unknown,
-919319390,1176462032,27,27,unknown,Published in Cork Literary Review v4 1997
-918906162,1176462032,28,28,unknown,
-918020986,-971430189,52,,unknown,
-916548746,-1896946720,48,49,unknown,
-914123495,1993846188,28,43,unknown,
-912658090,548479339,12,12,unknown,
-911402052,-284309987,179,206,yes,
-911148107,-1740731472,,,unknown,
-910292867,1155205332,510,511,no,"FD section, 'Eighteenth-Century Catholic and Protestant Women'."
-909840307,567714609,14,14,unknown,
-909738308,490441365,44,61,no,
-909312494,-1757064847,66,67,unknown,
-907243271,1157986840,215,227,no,
-905740107,-971430189,22,22,unknown,
-904323019,-644869665,131,152,no,
-902499536,-971430189,79,79,unknown,
-899971417,-971430189,24,24,unknown,
-899361378,18383829,3,3,unknown,
-891175041,1155205332,931,932,no,"FD section 'Public Discourse, Private Reflection, 1916-70'.'Home'."
-889847540,1624782230,,,unknown,
-889499319,-1540348910,229,252,yes,
-889043695,1519339388,679,680,unknown,
-888999004,1733878082,199,204,no,
-888619899,-971430189,38,39,unknown,
-887237193,600738465,,,unknown,
-883946031,-806792656,103,134,no,
-881591954,0,,,unknown,
-877230871,-1285562772,,,unknown,
-875496274,641538878,1318,1318,no,FD section 'Contemporary Poetry'.
-875477005,1197822356,100,101,yes,
-875224710,2000754935,,,no,
-874673597,-971430189,5,5,unknown,
-874630028,-971430189,48,,unknown,
-874592756,641538878,1620,1623,no,"FD section 'Feminism, Culture and Critique in English'."
-871575604,1176369270,76,76,unknown,
-869910369,641538878,1102,1105,no,
-866488634,641538878,1465,1469,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
-864187175,-1841107699,158,171,no,
-861486068,1472906241,,,no,
-860979387,866585257,80,93,no,
-860302152,-1896946720,52,53,unknown,
-860141980,641538878,252,253,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Debate on 23 June 1993."
-859071825,1176369270,39,39,unknown,
-857226300,-140080942,10,10,unknown,
-854990451,-1024243326,14,16,unknown,
-854064383,1157986840,82,90,no,
-851663299,1519339388,650,652,unknown,
-850561145,641538878,1310,1310,no,FD section 'Contemporary Poetry'.
-849266893,-971430189,64,64,unknown,
-849256403,1185039783,vii,vii,no,
-847454947,1176369270,56,56,unknown,
-846908238,-2082907021,,,unknown,
-840410395,1113099337,,,unknown,
-839389417,1176462032,38,38,unknown,
-838892441,641538878,1312,1312,no,FD section 'Contemporary Poetry'.
-835782125,-996415434,117,125,no,
-834489538,641538878,1374,1374,no,FD section 'Contemporary Poetry'.
-834401384,641538878,285,286,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Speech on 25 February 1992."
-831604683,1519339388,322,323,unknown,
-831245241,548479339,75,76,unknown,
-827550100,641538878,1510,1510,no,FD section 'Women in the North of Ireland'.
-827493767,1519339388,514,515,unknown,
-827322438,2045261728,,,no,
-827059277,-1757064847,165,165,unknown,
-823050647,1155205332,1084,1085,no,"Extract from a public lecture delivered at the Centre for Migration Studies, UCC. FD Section 'Erosion of Heterosexual Consensus, 1940-2001'."
-823036972,2129094768,,,unknown,
-816889785,241588665,15,15,unknown,under 12
-814898898,1165573416,160,178,no,
-812712773,641538878,374,377,no,
-812295227,-1919052874,1,13,no,
-811212114,-1548069,15,15,unknown,
-808773299,-1757064847,103,103,unknown,
-808606731,-1896946720,54,54,unknown,
-807776355,1174414208,,,no,
-807752601,-1767510575,,,unknown,
-807436799,641538878,1618,1619,no,"FD section 'Feminism, Culture and Critique in English'. First published in Time magazine, 1992."
-807275171,,,,unknown,
-806608319,641538878,757,757,no,"FD section 'Mountjoy Female Prison and Female Convicts'. Original MS file S.P.O., G.P.O./1864/Mountjoy 309, NAI."
-804803906,548479339,8,8,unknown,
-803766700,887110966,,,no,
-803548293,641538878,382,384,no,"FD section 'Political Activism in Northern Ireland, 1960-93'."
-802144087,894285905,107,136,no,
-801161919,-1210177322,20,44,no,
-799862592,641538878,1663,1666,no,"FD section 'Ethnicities'. First published in Women's Studies Review, vol 6 (1999)."
-799792751,449098192,,,no,
-799594251,-1024243326,89,89,unknown,
-798996803,1519339388,330,331,unknown,
-798295334,105471948,,,unknown,
-788376047,-1757064847,190,190,unknown,
-787902076,641538878,1334,1334,no,FD section 'Contemporary Poetry'.
-787493518,-1857982938,177,185,unknown,from 2004
-785383238,1155205332,932,933,no,"FD section 'Public Discourse, Private Reflection'. 'A Girl of the Glens to her Careless Lover', 'Tin Gods'."
-784836290,1155205332,853,855,no,"FD section 'Sexual Expression and Genre, 1801-1917'."
-784652304,641538878,828,829,no,"Fd section 'The Profession of Letters, 1700-1810'."
-784575287,-1209873395,207,218,no,
-784229655,-2077755318,ix,ix,no,
-784212252,1115341454,222,247,no,
-783736229,1519339388,688,689,unknown,
-783057898,-633798775,122,122,unknown,
-783028035,1144323662,328,329,unknown,
-782516429,1187005574,93,113,no,
-779520961,1176369270,34,34,unknown,
-778769518,1160470906,,,unknown,
-776794023,1155205332,587,588,no,"FD section 'Recollections of Catholicism, 1906-1960'."
-776038896,548479339,7,7,unknown,
-775972989,-82109711,334,365,no,
-775548119,641538878,219,220,no,"FD section 'The Women's Movement in the Republic, 1968-80'."
-775151903,1176462032,49,49,unknown,
-772535817,1176369270,66,66,unknown,
-772430818,1155205332,692,695,no,"First published in Milltown Studies, vol 32 (1993), pp. 110-22. FD section 'Theology and Ethics: The Twentieth Century'."
-770923627,1184963784,228,240,no,
-765217742,641538878,606,607,no,"FD section 'Women of the House, 1800-1950'."
-764942278,548479339,97,97,unknown,
-763062478,641538878,403,405,no,"FD section 'Political Activism in Northern Ireland, 1960-93'."
-762494455,90618659,,,no,
-762397036,-1896946720,49,49,unknown,
-762276859,1519339388,543,544,unknown,
-761379892,1176369270,46,46,unknown,
-760040128,1146062146,,,unknown,
